Farm_ID,Season,Region,Crop_Type,Farming_Practice,Rainfall_mm,Temperature_C,Humidity_pct,Soil_pH,Fertilizer_Usage_kg,Pesticide_Usage_kg,Irrigation_Water_m3,Yield_tons_per_ha,Production_Cost_USD,Revenue_USD
FARM_1185,Kharif (Monsoon),South Zone,Maize,Conventional,792.4,29.6,84.8,6.71,120.4,13.2,5117.0,7.47,1122.22,3120.17
FARM_1186,Rabi (Winter),North Zone,Chickpea,Organic,208.0,18.2,57.8,5.83,131.8,7.5,4107.3,6.39,1028.21,1972.97
FARM_1187,Zaid (Summer),East Zone,Cucumber,Conventional,63.8,30.0,36.3,6.65,161.0,11.1,4900.9,3.93,1187.24,1156.97
FARM_1188,Rabi (Winter),North Zone,Wheat,Conventional,135.4,16.0,54.7,6.28,143.9,8.6,3635.8,6.85,993.53,2217.75
FARM_1189,Rabi (Winter),West Zone,Mustard,Hydroponic,141.2,14.1,53.8,5.93,171.9,6.5,4292.2,7.31,1102.05,2953.11
FARM_1190,Kharif (Monsoon),South Zone,Pulses,Conventional,754.1,20.1,73.0,6.26,138.8,7.8,2460.0,7.3,882.01,2577.33
FARM_1191,Kharif (Monsoon),Central Zone,Maize,Conventional,863.3,31.3,67.9,6.13,131.6,8.5,3244.6,7.63,946.51,2281.3
FARM_1192,Autumn,South Zone,Sugarcane,Precision Farming,230.4,26.3,71.1,7.48,148.0,10.1,3075.3,4.86,993.98,1498.58
FARM_1193,Autumn,West Zone,Soybean,Conventional,266.4,23.0,73.5,5.58,121.1,14.5,5547.3,5.88,1225.98,1902.63
FARM_1194,Rabi (Winter),South Zone,Barley,Conventional,181.8,21.4,51.3,7.17,200.9,8.6,3507.3,7.65,1114.71,2774.07
FARM_1195,Kharif (Monsoon),South Zone,Pulses,Conventional,1017.1,22.2,85.7,7.55,168.8,5.4,6153.5,8.37,1210.06,2733.08
FARM_1196,Kharif (Monsoon),West Zone,Cotton,Precision Farming,840.0,28.4,75.3,6.8,101.5,4.4,3519.1,6.62,868.67,2545.97
FARM_1197,Zaid (Summer),South Zone,Watermelon,Conventional,23.7,35.3,45.5,8.02,113.9,7.4,7015.1,3.26,1173.91,1194.08
FARM_1198,Autumn,East Zone,Soybean,Conventional,356.2,26.8,67.6,7.41,159.8,5.7,2161.4,6.89,898.78,2772.09
FARM_1199,Autumn,East Zone,Jute,Organic,226.1,27.3,57.8,7.52,146.4,9.9,5009.2,5.26,1150.97,1841.71
FARM_1200,Zaid (Summer),South Zone,Vegetables,Organic,82.1,34.7,39.5,6.03,150.6,9.9,4546.3,4.42,1109.39,1442.53
FARM_1201,Rabi (Winter),Central Zone,Mustard,Organic,184.6,22.0,61.2,7.6,133.3,8.1,3046.3,6.08,945.57,2550.43
FARM_1202,Kharif (Monsoon),West Zone,Maize,Organic,726.9,30.3,75.9,7.75,155.9,10.1,3838.9,6.52,1019.0,2150.22
FARM_1203,Kharif (Monsoon),East Zone,Pulses,Conventional,968.2,23.7,79.5,6.48,134.1,8.7,4186.5,7.97,1008.6,2709.83
FARM_1204,Autumn,Central Zone,Jute,Precision Farming,234.3,27.6,72.8,6.08,159.7,13.2,4799.8,6.06,1215.53,2383.26
FARM_1205,Rabi (Winter),South Zone,Barley,Conventional,158.0,18.7,60.6,6.54,167.1,10.1,3376.3,6.19,1036.43,1810.01
FARM_1206,Kharif (Monsoon),Central Zone,Rice,Precision Farming,1018.2,28.1,77.5,7.5,196.2,10.7,5010.4,9.04,1248.07,3020.34
FARM_1207,Kharif (Monsoon),North Zone,Pulses,Hydroponic,947.1,22.4,84.5,6.63,122.0,4.9,4643.7,7.39,984.69,2157.88
FARM_1208,Rabi (Winter),East Zone,Wheat,Precision Farming,121.6,17.0,62.3,7.49,139.6,5.6,5435.0,5.96,1094.12,1785.04
FARM_1209,Kharif (Monsoon),South Zone,Cotton,Conventional,787.7,29.9,85.7,5.81,97.3,9.7,3465.2,6.44,955.88,1807.38
FARM_1210,Kharif (Monsoon),West Zone,Rice,Conventional,866.5,28.9,79.4,7.68,203.9,4.6,4008.8,8.67,1090.13,2439.18
FARM_1211,Rabi (Winter),South Zone,Barley,Conventional,154.6,13.5,52.7,6.18,70.9,6.9,6230.5,4.85,1069.72,1616.22
FARM_1212,Rabi (Winter),West Zone,Barley,Organic,98.5,14.4,39.0,6.17,198.9,11.4,3412.8,6.59,1121.03,2591.73
FARM_1213,Rabi (Winter),South Zone,Wheat,Conventional,160.6,24.8,51.4,7.09,143.3,6.9,2829.0,6.73,921.76,2437.48
FARM_1214,Kharif (Monsoon),Central Zone,Rice,Hydroponic,994.8,31.4,74.0,5.69,154.6,5.5,3742.9,8.14,997.74,3002.75
FARM_1215,Zaid (Summer),Central Zone,Cucumber,Precision Farming,40.3,38.0,39.1,5.57,134.2,10.2,2368.9,3.71,863.55,1308.5
FARM_1216,Kharif (Monsoon),Central Zone,Maize,Organic,656.4,26.1,82.1,6.2,141.1,13.7,6507.5,7.65,1298.3,3020.0
FARM_1217,Kharif (Monsoon),North Zone,Maize,Conventional,730.9,19.7,78.4,6.95,160.6,6.5,4160.7,7.11,1038.89,2867.13
FARM_1218,Zaid (Summer),West Zone,Vegetables,Precision Farming,55.2,35.0,52.6,7.95,82.7,11.6,4172.3,3.63,1006.99,1448.24
FARM_1219,Rabi (Winter),Central Zone,Wheat,Organic,152.1,19.0,63.4,7.79,117.2,6.2,5391.0,6.02,1050.75,2370.06
FARM_1220,Zaid (Summer),North Zone,Sunflower,Conventional,60.2,41.4,27.4,6.82,110.4,8.2,3629.3,3.88,928.3,1185.65
FARM_1221,Rabi (Winter),West Zone,Barley,Precision Farming,112.6,20.5,65.0,5.6,155.7,8.3,4240.9,6.43,1118.31,2335.01
FARM_1222,Rabi (Winter),South Zone,Chickpea,Conventional,142.0,14.0,69.1,6.95,140.2,6.5,3597.7,6.39,983.1,2310.0
FARM_1223,Kharif (Monsoon),North Zone,Rice,Organic,731.1,29.0,86.6,7.4,161.6,10.7,2394.0,7.45,941.05,2636.65
FARM_1224,Rabi (Winter),East Zone,Barley,Conventional,132.3,15.5,50.6,6.42,145.8,4.7,4560.9,6.45,1036.59,2240.17
FARM_1225,Kharif (Monsoon),North Zone,Pulses,Precision Farming,985.2,31.2,80.2,5.8,177.1,9.0,5730.9,8.7,1210.6,2544.61
FARM_1226,Kharif (Monsoon),North Zone,Pulses,Conventional,1132.5,28.1,86.5,6.25,114.1,11.2,4595.2,7.83,1062.35,2304.39
FARM_1227,Autumn,West Zone,Soybean,Organic,265.4,32.0,76.0,7.58,142.0,10.5,5603.7,5.97,1163.64,2425.73
FARM_1228,Rabi (Winter),South Zone,Mustard,Conventional,144.9,23.7,66.1,6.45,178.8,9.7,3185.0,7.02,1080.73,2584.95
FARM_1229,Autumn,East Zone,Soybean,Conventional,424.2,17.6,70.0,7.69,171.8,12.5,3595.2,6.47,1104.88,2049.21
FARM_1230,Rabi (Winter),Central Zone,Barley,Conventional,171.7,19.9,56.7,6.36,88.2,8.0,2946.8,6.21,850.49,1981.62
FARM_1231,Zaid (Summer),Central Zone,Watermelon,Precision Farming,65.0,38.8,45.4,5.94,104.3,4.7,4939.9,3.48,1008.11,1271.69
FARM_1232,Rabi (Winter),North Zone,Wheat,Organic,158.7,22.6,58.3,6.68,137.1,8.8,4118.9,6.74,1053.65,2271.18
FARM_1233,Rabi (Winter),West Zone,Mustard,Precision Farming,170.5,25.5,51.5,6.72,131.8,8.2,4073.9,6.36,997.57,2173.76
FARM_1234,Rabi (Winter),West Zone,Mustard,Organic,89.4,18.3,56.7,5.54,137.7,3.2,5302.8,5.84,1062.53,1684.79
FARM_1235,Kharif (Monsoon),Central Zone,Maize,Conventional,958.2,28.3,83.8,5.82,167.9,5.7,3932.4,8.41,1026.09,2518.15
FARM_1236,Zaid (Summer),East Zone,Sunflower,Organic,110.1,37.4,49.8,6.0,150.1,5.4,5795.6,4.24,1190.18,1420.69
FARM_1237,Kharif (Monsoon),South Zone,Maize,Conventional,830.6,23.8,68.5,5.81,152.2,6.5,4782.8,7.78,1038.39,2940.5
FARM_1238,Kharif (Monsoon),East Zone,Pulses,Conventional,772.2,20.3,82.6,6.42,163.5,7.6,4060.6,6.59,1049.06,1889.51
FARM_1239,Rabi (Winter),South Zone,Wheat,Conventional,134.7,12.7,56.0,8.1,177.6,7.7,2638.1,7.12,971.73,2327.09
FARM_1240,Kharif (Monsoon),Central Zone,Cotton,Organic,739.2,29.4,83.5,6.87,33.0,6.6,5295.9,7.14,914.52,2693.99
FARM_1241,Autumn,South Zone,Jute,Conventional,243.9,24.3,66.5,7.19,126.5,5.4,4839.5,5.5,1031.52,2149.88
FARM_1242,Autumn,West Zone,Jute,Organic,187.4,25.6,55.0,6.46,109.1,9.4,4897.3,5.1,1050.56,1563.82
FARM_1243,Autumn,North Zone,Jute,Precision Farming,345.3,23.7,54.9,6.37,156.6,8.8,4935.6,5.85,1129.04,2237.09
FARM_1244,Rabi (Winter),North Zone,Chickpea,Hydroponic,126.8,15.8,63.5,5.56,123.8,8.9,3865.1,6.37,993.32,2635.64
FARM_1245,Kharif (Monsoon),Central Zone,Pulses,Conventional,876.0,25.1,88.2,6.85,142.7,12.9,4318.4,7.56,1116.85,3076.57
FARM_1246,Autumn,West Zone,Soybean,Conventional,350.1,24.0,54.1,6.81,169.8,8.9,3949.7,6.45,1114.36,2518.81
FARM_1247,Rabi (Winter),East Zone,Chickpea,Conventional,133.0,17.1,58.0,5.93,118.9,7.6,6000.1,6.83,1170.66,2593.53
FARM_1248,Autumn,West Zone,Soybean,Organic,348.6,27.4,53.7,7.56,152.7,8.2,4169.9,6.32,1063.29,1977.65
FARM_1249,Autumn,North Zone,Soybean,Conventional,316.7,24.5,83.7,6.83,194.4,8.7,3756.9,6.31,1095.5,2326.79
FARM_1250,Autumn,North Zone,Jute,Precision Farming,305.2,23.1,65.8,6.42,169.1,10.0,6082.5,5.64,1252.96,2087.13
FARM_1251,Kharif (Monsoon),West Zone,Pulses,Conventional,848.7,22.0,82.0,5.9,84.5,8.4,5952.0,6.74,1052.63,2271.08
FARM_1252,Rabi (Winter),West Zone,Chickpea,Organic,137.6,17.9,48.0,6.99,129.8,3.6,4783.6,6.27,1029.09,2188.37
FARM_1253,Autumn,North Zone,Soybean,Precision Farming,212.5,27.6,72.8,7.53,152.5,7.4,4344.2,5.17,1059.95,1949.94
FARM_1254,Kharif (Monsoon),East Zone,Maize,Conventional,912.7,22.6,82.4,6.26,159.3,8.5,4044.5,8.37,1071.18,3459.27
FARM_1255,Kharif (Monsoon),Central Zone,Rice,Precision Farming,580.6,26.0,84.3,6.09,131.2,11.8,4447.2,7.07,1089.68,2271.89
FARM_1256,Rabi (Winter),Central Zone,Wheat,Conventional,176.3,19.8,65.5,6.91,117.6,6.5,3450.3,5.87,902.19,1846.06
FARM_1257,Autumn,West Zone,Soybean,Conventional,344.8,18.9,62.4,5.92,142.4,4.4,5080.0,5.14,1049.19,1872.26
FARM_1258,Rabi (Winter),Central Zone,Wheat,Organic,148.3,17.4,50.1,7.3,102.0,8.7,6483.0,6.29,1147.04,1876.38
FARM_1259,Rabi (Winter),North Zone,Wheat,Organic,108.8,27.6,51.9,7.13,178.5,10.7,5175.1,6.21,1223.0,2245.25
FARM_1260,Kharif (Monsoon),North Zone,Maize,Hydroponic,1202.7,24.6,83.3,5.74,205.4,7.5,3176.1,9.12,1062.4,2667.05
FARM_1261,Rabi (Winter),West Zone,Mustard,Organic,159.2,14.3,51.3,5.6,153.8,14.5,5046.1,6.44,1168.74,2245.51
FARM_1262,Autumn,West Zone,Groundnut,Hydroponic,298.8,22.5,63.2,7.17,131.9,13.9,4733.4,6.0,1111.97,2201.15
FARM_1263,Kharif (Monsoon),West Zone,Maize,Conventional,495.3,30.1,86.1,6.29,172.9,8.3,5035.6,7.46,1158.6,2162.02
FARM_1264,Rabi (Winter),East Zone,Mustard,Organic,168.2,27.1,60.5,5.73,167.0,9.0,3516.5,6.48,1038.95,2002.15
FARM_1265,Autumn,Central Zone,Jute,Organic,391.4,28.7,45.7,7.55,130.4,11.9,4504.0,6.19,1098.33,2023.84
FARM_1266,Zaid (Summer),West Zone,Sunflower,Organic,68.5,30.9,28.2,6.35,138.3,8.3,5559.7,4.14,1143.85,1372.84
FARM_1267,Rabi (Winter),South Zone,Chickpea,Hydroponic,109.7,16.7,60.2,6.74,118.7,6.5,3216.0,6.14,891.5,2300.38
FARM_1268,Zaid (Summer),South Zone,Sunflower,Conventional,68.7,35.0,47.2,6.14,145.8,10.7,3961.1,4.33,1049.99,1533.09
FARM_1269,Rabi (Winter),North Zone,Barley,Conventional,181.3,19.8,41.2,7.19,150.5,9.7,4154.6,7.6,1073.16,2534.56
FARM_1270,Kharif (Monsoon),Central Zone,Maize,Conventional,739.1,28.1,83.7,6.31,112.7,6.5,5698.0,6.96,1094.84,2387.94
FARM_1271,Zaid (Summer),West Zone,Sunflower,Organic,33.4,35.0,24.3,8.11,102.4,9.2,5877.0,3.16,1108.23,890.54
FARM_1272,Zaid (Summer),South Zone,Sunflower,Conventional,80.5,35.7,26.5,7.4,93.6,8.1,2201.8,3.61,770.25,1400.22
FARM_1273,Autumn,Central Zone,Sugarcane,Organic,191.8,26.2,74.6,5.87,154.6,7.5,5697.0,5.95,1172.48,1700.16
FARM_1274,Autumn,North Zone,Groundnut,Precision Farming,212.3,27.4,61.2,6.63,139.6,6.5,5914.7,5.47,1139.88,2166.69
FARM_1275,Rabi (Winter),East Zone,Mustard,Conventional,182.9,20.7,56.2,6.54,137.1,8.8,5837.6,6.55,1175.14,2330.09
FARM_1276,Rabi (Winter),Central Zone,Mustard,Conventional,76.6,20.7,59.0,6.94,156.3,7.8,3864.4,6.35,1064.06,2247.23
FARM_1277,Zaid (Summer),Central Zone,Watermelon,Conventional,68.2,35.6,31.2,7.77,108.5,9.2,4224.2,2.85,966.69,1079.13
FARM_1278,Rabi (Winter),East Zone,Chickpea,Conventional,193.3,21.6,46.4,7.08,102.5,10.5,2619.1,5.82,893.71,2329.97
FARM_1279,Zaid (Summer),Central Zone,Sunflower,Hydroponic,86.3,35.4,41.3,5.67,148.4,9.1,1986.1,4.3,894.4,1771.47
FARM_1280,Zaid (Summer),North Zone,Sunflower,Conventional,56.5,34.8,53.7,7.27,79.5,9.1,4066.2,3.03,949.91,1078.9
FARM_1281,Autumn,North Zone,Jute,Organic,382.6,28.0,66.3,5.52,130.9,7.1,4591.8,5.3,1030.07,1595.79
FARM_1282,Kharif (Monsoon),East Zone,Pulses,Conventional,983.4,25.5,82.9,7.61,226.3,11.4,4712.1,8.72,1242.67,3514.23
FARM_1283,Rabi (Winter),West Zone,Mustard,Organic,143.9,9.8,42.3,7.3,92.8,6.4,5485.4,5.75,1036.01,1642.74
FARM_1284,Kharif (Monsoon),South Zone,Maize,Organic,750.6,29.2,76.7,6.33,125.0,4.5,8173.4,7.33,1310.43,2880.89
FARM_1285,Rabi (Winter),West Zone,Barley,Hydroponic,126.4,21.1,50.6,6.29,65.7,5.8,4024.8,5.39,838.9,2022.65
FARM_1286,Kharif (Monsoon),Central Zone,Cotton,Precision Farming,1049.6,31.5,80.1,7.66,131.8,11.1,3233.3,8.06,960.76,3277.69
FARM_1287,Rabi (Winter),South Zone,Chickpea,Hydroponic,180.1,20.5,53.0,7.62,208.8,9.6,5155.4,7.11,1265.83,2884.13
FARM_1288,Rabi (Winter),East Zone,Wheat,Conventional,184.5,22.0,47.4,6.45,156.3,11.8,4766.7,6.87,1143.87,1974.72
FARM_1289,Kharif (Monsoon),East Zone,Cotton,Conventional,873.0,28.4,84.2,6.31,118.5,5.2,3810.6,7.97,963.81,2911.62
FARM_1290,Rabi (Winter),South Zone,Barley,Organic,132.2,15.6,56.4,7.01,216.3,14.3,5593.0,7.52,1371.52,2236.85
FARM_1291,Kharif (Monsoon),North Zone,Pulses,Organic,1027.2,24.4,74.9,5.52,79.0,7.8,3525.7,7.11,853.39,2068.91
FARM_1292,Kharif (Monsoon),South Zone,Pulses,Precision Farming,771.9,27.0,71.2,5.72,155.9,4.1,4345.7,7.15,1016.15,2450.73
FARM_1293,Zaid (Summer),Central Zone,Vegetables,Conventional,90.0,34.6,37.2,5.84,142.3,14.0,4414.9,4.33,1116.65,1271.56
FARM_1294,Rabi (Winter),North Zone,Wheat,Precision Farming,214.9,20.9,50.7,6.0,131.4,5.2,3362.7,6.43,917.3,2455.66
FARM_1295,Kharif (Monsoon),East Zone,Cotton,Precision Farming,874.7,27.9,87.2,6.88,168.2,7.5,2448.4,8.2,944.87,3408.34
FARM_1296,Rabi (Winter),South Zone,Chickpea,Organic,143.3,12.2,40.0,8.18,98.6,8.0,4762.7,5.12,1009.01,1841.88
FARM_1297,Zaid (Summer),West Zone,Sunflower,Conventional,89.5,32.6,46.7,7.26,150.9,9.6,6142.5,4.33,1205.92,1354.96
FARM_1298,Kharif (Monsoon),West Zone,Cotton,Conventional,860.8,26.8,78.7,5.67,146.5,6.5,5653.1,7.78,1162.24,3096.82
FARM_1299,Rabi (Winter),Central Zone,Wheat,Organic,213.3,12.2,51.9,6.92,109.5,11.1,5733.4,6.33,1133.17,2528.42
FARM_1300,Kharif (Monsoon),West Zone,Cotton,Precision Farming,986.0,24.2,86.6,6.84,208.2,10.4,3541.3,8.55,1114.21,3271.14
FARM_1301,Kharif (Monsoon),South Zone,Cotton,Conventional,983.8,28.8,77.5,5.89,133.6,8.5,4756.9,7.64,1064.41,2797.15
FARM_1302,Rabi (Winter),South Zone,Chickpea,Organic,93.5,20.8,77.0,7.98,135.1,11.8,2791.0,5.77,978.56,2316.6
FARM_1303,Rabi (Winter),West Zone,Wheat,Conventional,155.8,10.7,58.7,6.69,104.0,8.3,4702.7,6.22,1017.24,1883.79
FARM_1304,Rabi (Winter),South Zone,Mustard,Hydroponic,184.4,14.3,49.8,8.19,134.3,7.8,6166.5,6.56,1184.31,2692.38
FARM_1305,Zaid (Summer),Central Zone,Watermelon,Organic,45.1,33.4,38.3,6.63,221.7,13.5,6203.8,4.37,1383.94,1803.1
FARM_1306,Autumn,North Zone,Jute,Precision Farming,231.1,21.3,66.2,7.14,131.2,9.2,6936.5,5.84,1254.52,2348.14
FARM_1307,Rabi (Winter),Central Zone,Barley,Organic,142.7,16.3,55.7,5.78,158.2,6.0,5687.0,6.38,1182.02,2010.29
FARM_1308,Kharif (Monsoon),Central Zone,Cotton,Precision Farming,622.0,28.8,77.9,6.73,173.3,6.4,5070.9,7.3,1107.99,2921.06
FARM_1309,Zaid (Summer),South Zone,Watermelon,Precision Farming,64.8,36.2,51.3,6.14,133.7,8.5,5549.7,4.94,1129.33,1727.37
FARM_1310,Kharif (Monsoon),North Zone,Pulses,Conventional,865.4,31.2,78.4,7.76,125.7,2.5,5316.7,8.05,1044.05,2924.49
FARM_1311,Rabi (Winter),South Zone,Barley,Conventional,139.0,17.6,61.2,7.62,156.5,6.9,3531.3,6.06,1000.43,2409.97
FARM_1312,Kharif (Monsoon),East Zone,Cotton,Precision Farming,944.6,28.4,73.9,7.73,131.6,8.2,2681.6,7.15,879.94,2031.61
FARM_1313,Kharif (Monsoon),South Zone,Rice,Conventional,942.0,25.4,75.4,7.45,128.4,8.1,5559.3,7.22,1130.79,2388.46
FARM_1314,Autumn,South Zone,Soybean,Precision Farming,208.9,24.8,73.5,7.75,172.9,5.4,7012.0,6.52,1263.1,2570.16
FARM_1315,Zaid (Summer),South Zone,Cucumber,Organic,40.7,40.0,49.1,6.04,137.6,7.4,5608.8,3.95,1117.52,1556.12
FARM_1316,Rabi (Winter),North Zone,Chickpea,Precision Farming,91.4,16.5,46.7,6.72,182.5,11.4,2233.5,6.29,979.26,2508.55
FARM_1317,Rabi (Winter),South Zone,Chickpea,Precision Farming,176.6,14.0,42.0,7.37,136.8,10.9,3876.8,7.0,1068.42,2125.83
FARM_1318,Kharif (Monsoon),North Zone,Cotton,Hydroponic,801.1,31.5,79.0,7.22,93.9,8.7,4264.0,7.17,931.61,2716.17
FARM_1319,Kharif (Monsoon),West Zone,Rice,Organic,909.8,29.3,72.4,7.43,30.0,8.3,2272.7,7.34,653.83,2205.75
FARM_1320,Kharif (Monsoon),East Zone,Cotton,Conventional,715.1,28.0,77.2,6.11,75.7,8.1,2847.7,6.75,816.83,2631.92
FARM_1321,Rabi (Winter),North Zone,Chickpea,Conventional,218.2,13.1,47.7,5.77,81.7,9.1,4455.5,5.86,964.67,1841.9
FARM_1322,Zaid (Summer),West Zone,Watermelon,Conventional,65.8,33.1,11.1,7.98,149.3,8.8,4814.0,4.4,1099.59,1686.5
FARM_1323,Rabi (Winter),North Zone,Wheat,Conventional,227.4,13.7,59.5,7.01,106.0,9.3,3316.8,6.08,918.15,2089.7
FARM_1324,Kharif (Monsoon),North Zone,Pulses,Organic,662.0,25.4,71.9,5.92,70.9,9.8,2792.5,6.84,796.79,2859.65
FARM_1325,Autumn,East Zone,Soybean,Precision Farming,240.7,23.1,64.1,7.64,135.4,5.5,5932.0,6.11,1135.82,2206.84
FARM_1326,Zaid (Summer),Central Zone,Cucumber,Conventional,52.5,30.7,34.8,7.97,102.1,7.7,4041.0,3.24,954.01,1194.14
FARM_1327,Rabi (Winter),Central Zone,Wheat,Organic,207.9,23.3,58.6,5.96,156.2,9.0,4212.7,7.18,1100.42,2380.48
FARM_1328,Rabi (Winter),North Zone,Barley,Conventional,176.5,26.2,59.6,7.71,155.3,6.1,3844.0,6.28,1048.3,2404.19
FARM_1329,Rabi (Winter),South Zone,Mustard,Conventional,175.8,11.7,46.1,8.02,159.0,6.8,3574.6,7.67,998.68,2679.01
FARM_1330,Kharif (Monsoon),West Zone,Cotton,Organic,845.1,25.6,75.0,8.03,50.5,8.0,6063.3,7.07,995.89,1997.48
FARM_1331,Rabi (Winter),South Zone,Mustard,Hydroponic,114.7,12.3,48.7,7.97,141.6,8.1,3444.2,5.89,985.03,2151.04
FARM_1332,Zaid (Summer),South Zone,Cucumber,Hydroponic,66.8,40.4,48.0,6.98,135.8,9.0,4715.6,4.34,1077.42,1719.79
FARM_1333,Kharif (Monsoon),North Zone,Cotton,Conventional,945.4,23.1,80.6,6.46,97.2,6.4,4510.4,7.71,958.87,2414.4
FARM_1334,Kharif (Monsoon),North Zone,Pulses,Organic,840.0,28.9,78.2,5.52,65.2,10.9,2162.2,6.36,739.14,1977.64
FARM_1335,Kharif (Monsoon),North Zone,Maize,Precision Farming,1099.3,28.2,80.8,5.66,136.2,8.1,4789.1,7.5,1076.94,2739.33
FARM_1336,Kharif (Monsoon),North Zone,Maize,Conventional,555.6,27.7,85.7,6.66,177.2,8.9,2647.2,7.38,995.63,2911.54
FARM_1337,Autumn,Central Zone,Jute,Conventional,344.4,18.5,61.9,6.58,49.6,7.6,5262.6,4.85,971.13,1527.49
FARM_1338,Zaid (Summer),North Zone,Sunflower,Conventional,94.6,34.5,43.2,6.0,110.9,9.1,3076.3,3.69,894.61,1514.81
FARM_1339,Rabi (Winter),Central Zone,Mustard,Conventional,214.8,17.4,61.3,6.57,144.6,12.7,5126.4,7.21,1156.03,2954.9
FARM_1340,Kharif (Monsoon),Central Zone,Maize,Conventional,911.7,29.9,81.9,5.97,179.4,7.6,3984.6,7.63,1071.99,2350.61
FARM_1341,Rabi (Winter),North Zone,Chickpea,Conventional,128.1,16.2,48.2,7.79,129.1,7.1,3690.8,6.2,981.92,1964.96
FARM_1342,Rabi (Winter),East Zone,Mustard,Conventional,84.4,23.0,55.1,6.31,207.6,6.4,4752.7,7.24,1208.69,2737.33
FARM_1343,Kharif (Monsoon),West Zone,Pulses,Hydroponic,1029.1,32.7,80.3,7.12,77.2,8.4,2733.8,7.4,830.23,3058.0
FARM_1344,Rabi (Winter),South Zone,Chickpea,Conventional,97.5,17.2,49.6,6.86,69.4,8.3,4416.9,5.94,941.11,2253.54
FARM_1345,Rabi (Winter),Central Zone,Barley,Precision Farming,70.8,16.0,54.4,5.64,175.6,8.6,5438.7,6.57,1204.11,2248.82
FARM_1346,Rabi (Winter),West Zone,Wheat,Precision Farming,124.3,14.9,44.8,8.04,57.8,9.7,5751.1,4.27,1032.59,1296.63
FARM_1347,Rabi (Winter),East Zone,Chickpea,Conventional,157.8,25.5,65.2,6.92,156.2,9.4,3944.8,6.57,1064.32,2263.64
FARM_1348,Kharif (Monsoon),South Zone,Cotton,Conventional,948.0,30.0,79.3,6.38,129.7,8.4,4120.0,7.98,1009.33,2912.28
FARM_1349,Rabi (Winter),South Zone,Wheat,Conventional,77.8,16.5,47.2,5.93,108.5,13.4,2709.7,5.82,940.41,1899.26
FARM_1350,Rabi (Winter),Central Zone,Mustard,Conventional,156.2,22.9,70.8,6.41,125.1,10.2,3599.1,6.26,952.72,2199.99
FARM_1351,Rabi (Winter),North Zone,Wheat,Precision Farming,152.6,11.3,55.5,5.56,94.9,5.8,2627.9,6.06,770.99,1807.27
FARM_1352,Autumn,East Zone,Groundnut,Conventional,307.2,27.0,64.9,6.48,128.9,4.6,5028.1,5.93,1006.75,2035.81
FARM_1353,Rabi (Winter),Central Zone,Chickpea,Hydroponic,152.7,15.5,52.5,6.94,140.6,6.8,5510.6,5.8,1109.03,1697.71
FARM_1354,Kharif (Monsoon),East Zone,Pulses,Organic,927.0,22.0,78.4,7.85,125.4,8.9,3954.9,7.53,1025.68,2160.15
FARM_1355,Kharif (Monsoon),North Zone,Pulses,Organic,953.2,32.9,78.0,7.36,119.5,6.6,3230.1,7.5,878.39,3000.1
FARM_1356,Rabi (Winter),North Zone,Chickpea,Conventional,197.4,24.8,51.9,5.8,148.9,6.9,4869.8,6.7,1067.73,2068.37
FARM_1357,Kharif (Monsoon),Central Zone,Cotton,Conventional,766.3,27.5,79.6,5.9,198.1,8.6,3458.4,7.23,1069.5,2606.57
FARM_1358,Rabi (Winter),North Zone,Chickpea,Organic,193.6,14.9,67.3,6.66,130.7,7.6,5306.3,7.02,1123.63,2112.02
FARM_1359,Autumn,West Zone,Jute,Conventional,235.9,21.2,68.7,6.03,168.7,3.4,6822.5,5.91,1268.74,1872.02
FARM_1360,Rabi (Winter),South Zone,Mustard,Conventional,199.2,18.7,58.5,5.58,106.2,11.2,3438.7,6.28,970.84,2076.09
FARM_1361,Rabi (Winter),Central Zone,Chickpea,Organic,228.2,23.0,55.2,7.67,93.3,10.6,3610.0,6.77,955.64,2031.78
FARM_1362,Rabi (Winter),East Zone,Chickpea,Hydroponic,132.8,22.4,61.6,5.55,155.9,5.3,2748.5,6.73,946.92,1927.71
FARM_1363,Rabi (Winter),West Zone,Wheat,Organic,166.7,16.7,54.4,7.74,131.8,8.6,4675.3,5.77,1029.09,2324.17
FARM_1364,Rabi (Winter),Central Zone,Mustard,Precision Farming,144.1,16.8,50.2,5.89,179.5,5.7,4593.7,6.89,1084.66,1940.61
FARM_1365,Autumn,North Zone,Groundnut,Precision Farming,321.2,23.1,66.2,8.13,186.4,7.0,4175.3,6.48,1089.25,1870.03
FARM_1366,Rabi (Winter),North Zone,Chickpea,Hydroponic,66.0,15.6,63.8,7.13,169.4,9.7,4519.4,6.67,1135.07,2619.38
FARM_1367,Autumn,North Zone,Soybean,Organic,228.0,26.8,59.3,7.48,168.6,10.5,3247.6,6.58,1041.61,2102.19
FARM_1368,Autumn,North Zone,Jute,Precision Farming,362.1,24.1,62.6,5.8,30.0,10.5,2504.2,4.36,732.25,1662.01
FARM_1369,Kharif (Monsoon),East Zone,Pulses,Conventional,858.2,24.0,84.9,7.83,155.6,9.1,3589.1,8.22,1043.16,2469.88
FARM_1370,Kharif (Monsoon),West Zone,Rice,Conventional,1045.5,26.9,82.6,7.77,170.2,11.7,2201.4,8.67,934.37,2715.61
